%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.537,82565.430,0.977,29.850,435.052,475.378,5.748,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,399.480,-570.454,-446.879,-682.201,-595.040,-539.170,-429.344,-360.603,348.940,-12.717,0.528,-34.422,71.199,-58.626,329.266,-34.234
294.144,82368.022,0.976,29.846,434.473,476.005,5.742,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,399.371,-569.116,-445.168,-678.756,-589.857,-533.667,-424.538,-360.817,348.829,-9.590,-0.527,-36.861,66.592,-66.568,328.435,-43.918
294.649,82623.225,0.977,29.836,434.778,477.719,5.744,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,390.275,-575.694,-451.156,-688.570,-601.842,-544.050,-435.005,-370.667,348.046,-16.990,-2.531,-38.879,66.069,-63.747,327.916,-39.864
294.179,82383.649,0.976,29.852,434.681,479.456,5.747,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,396.556,-575.917,-452.332,-686.691,-596.228,-535.329,-422.936,-368.954,350.282,-5.733,4.227,-31.018,71.932,-54.551,329.992,-30.630
294.455,82525.005,0.976,29.847,434.884,477.105,5.741,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,402.728,-569.339,-448.269,-684.603,-596.012,-537.717,-427.635,-358.890,348.829,-13.967,-3.797,-40.897,62.823,-69.390,329.373,-40.990
294.534,82563.105,0.977,29.848,434.981,477.746,5.744,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,395.256,-574.356,-449.980,-688.153,-601.842,-546.023,-437.461,-368.740,348.940,-15.427,-1.687,-38.348,66.383,-65.001,329.270,-39.977
294.167,82378.160,0.976,29.857,434.815,478.953,5.744,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,398.287,-572.349,-446.237,-678.443,-586.942,-530.864,-423.363,-354.607,350.282,-3.857,8.031,-27.938,76.225,-50.162,332.281,-30.067
294.676,82635.946,0.977,29.823,434.446,477.955,5.744,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,401.536,-569.005,-443.777,-678.234,-589.857,-533.044,-422.509,-368.954,351.736,-10.215,0.634,-36.542,67.535,-66.360,329.373,-42.117
294.188,82389.526,0.976,29.846,434.542,476.464,5.752,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,392.656,-576.586,-449.980,-687.213,-599.683,-542.596,-432.121,-363.922,349.500,-12.821,-0.105,-36.329,68.163,-63.434,328.958,-38.175
294.446,82521.777,0.976,29.851,434.998,476.924,5.743,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.038,400.561,-568.559,-443.884,-678.234,-587.806,-531.279,-420.266,-354.928,349.947,-4.586,6.023,-30.806,72.456,-57.372,330.723,-35.473
