%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.656,82816.823,0.979,29.960,439.437,475.248,5.967,0.000,0.000,-2074.149,3909.061,-104.296,-0.035,0.038,171.721,214.639,99.262,-210.382,-273.280,-309.091,-263.053,-320.132,335.743,-338.868,-273.361,-338.170,-167.202,-326.886,247.547,-305.740
294.126,82556.970,0.978,29.978,439.354,473.942,5.975,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,192.076,219.106,99.904,-213.619,-275.763,-312.725,-270.743,-337.691,333.730,-344.705,-255.221,-344.599,-180.796,-348.309,246.405,-327.023
294.478,82727.708,0.979,29.958,439.171,476.465,5.968,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,168.148,216.091,102.902,-201.298,-258.488,-297.462,-260.383,-333.408,337.197,-413.604,-312.277,-373.387,-185.579,-366.701,242.044,-336.370
294.419,82700.587,0.979,29.966,439.351,476.632,5.976,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,156.562,230.050,109.434,-200.150,-263.562,-301.823,-259.743,-323.986,337.421,-324.588,-274.943,-288.830,-176.797,-304.733,250.039,-298.308
294.147,82566.398,0.978,29.978,439.382,476.757,5.972,0.000,0.000,-2074.149,3902.993,-104.296,-0.036,0.039,184.713,227.593,114.360,-196.287,-265.290,-305.769,-261.131,-319.168,338.316,-433.409,-303.418,-324.841,-151.495,-318.423,245.473,-320.717
294.675,82827.284,0.979,29.952,439.211,475.044,5.968,0.000,0.000,-2074.149,3910.287,-104.296,-0.035,0.038,174.211,212.294,101.510,-205.162,-265.074,-306.392,-269.995,-349.147,332.053,-366.073,-312.066,-345.130,-177.110,-357.612,249.419,-314.188
294.150,82565.042,0.978,29.968,439.065,477.494,5.978,0.000,0.000,-2074.149,3904.708,-104.296,-0.037,0.040,184.389,218.659,102.474,-205.057,-265.182,-303.069,-257.713,-317.241,338.427,-348.770,-277.158,-362.445,-177.528,-343.817,248.381,-338.513
294.497,82737.976,0.979,29.958,439.183,474.616,5.971,0.000,0.000,-2074.149,3904.199,-104.296,-0.035,0.038,167.606,218.436,102.902,-209.234,-271.444,-310.129,-265.403,-330.624,335.743,-350.855,-328.624,-334.402,-173.137,-344.444,244.331,-319.594
294.569,82675.983,0.978,29.967,439.020,473.469,5.976,0.000,0.000,-2074.149,3899.942,-104.296,-0.036,0.039,173.453,224.913,108.256,-197.644,-260.971,-304.834,-270.209,-344.757,335.184,-341.786,-286.966,-310.076,-162.264,-323.753,248.381,-311.486
294.435,82514.221,0.976,29.996,439.199,475.153,5.972,0.000,0.000,-2074.149,3880.690,-104.296,-0.037,0.040,182.873,216.872,107.078,-203.909,-262.699,-300.058,-256.752,-322.594,333.618,-302.594,-365.325,-392.295,-197.184,-358.448,251.807,-314.301
