%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.084,82595.780,0.978,29.553,427.248,473.928,5.759,0.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.039,-100.015,-1069.375,-741.722,-895.744,-776.005,-664.068,-462.628,-376.125,344.127,7.205,38.034,24.582,139.590,59.986,369.135,196.236
294.262,82681.149,0.979,29.541,427.092,473.375,5.758,0.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.038,-97.204,-1068.261,-743.751,-899.392,-778.162,-664.795,-460.812,-375.804,341.107,-1.459,27.152,12.344,131.317,49.308,369.758,196.123
293.836,82468.631,0.978,29.573,427.534,475.724,5.758,0.000,0.000,-2074.149,3914.720,-104.296,-0.037,0.039,-93.636,-1067.148,-743.858,-900.121,-780.966,-667.391,-465.939,-367.881,345.022,11.486,38.457,21.177,132.870,50.878,368.409,194.882
294.360,82733.972,0.979,29.550,427.496,476.077,5.762,0.000,0.000,-2074.149,3912.581,-104.296,-0.036,0.038,-94.285,-1062.917,-738.519,-896.682,-778.054,-671.959,-464.016,-379.123,343.232,5.639,37.189,23.093,136.953,54.438,367.370,192.512
293.931,82517.838,0.978,29.570,427.576,477.519,5.759,0.000,0.000,-2074.149,3917.671,-104.296,-0.038,0.039,-100.123,-1068.484,-743.644,-899.287,-777.192,-669.779,-464.764,-375.911,341.331,3.237,32.963,20.113,137.581,59.463,369.554,202.555
294.079,82594.489,0.978,29.593,428.409,475.321,5.753,0.000,0.000,-2074.149,3917.099,-104.296,-0.037,0.038,-89.851,-1059.911,-737.451,-890.429,-770.613,-656.385,-456.753,-366.382,341.219,8.040,34.971,20.326,134.545,54.228,369.139,197.930
294.270,82689.157,0.979,29.576,428.122,473.866,5.746,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.038,-90.716,-1057.462,-736.170,-892.514,-776.329,-670.609,-463.803,-373.769,341.778,2.715,31.061,17.027,130.776,47.528,366.854,189.693
293.821,82463.594,0.978,29.588,427.955,476.986,5.754,0.000,0.000,-2074.149,3911.110,-104.296,-0.038,0.039,-95.906,-1063.363,-740.548,-896.578,-776.652,-662.822,-461.346,-375.161,343.232,8.249,37.506,23.837,136.430,57.055,367.166,196.238
294.353,82729.065,0.979,29.602,428.982,477.338,5.749,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.038,-94.392,-1060.579,-739.265,-894.077,-775.466,-665.210,-464.337,-376.446,342.450,1.775,31.378,17.878,134.545,51.925,367.062,191.385
293.942,82523.585,0.978,29.594,428.280,475.099,5.745,0.000,0.000,-2074.149,3912.407,-104.296,-0.038,0.039,-90.932,-1060.023,-738.090,-895.326,-773.417,-665.937,-465.832,-375.804,339.989,-0.730,29.371,16.601,134.021,52.658,367.581,194.545
