%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.026,82531.076,0.978,29.995,439.881,475.112,5.698,0.000,0.000,-2074.149,3869.881,-104.296,-0.037,0.039,71.254,158.353,47.542,-252.561,-282.086,-295.798,-233.823,-243.362,345.967,-50.345,-64.035,-148.207,-65.866,-297.413,169.355,-760.923
294.026,82531.076,0.978,29.995,439.881,475.112,5.698,0.000,0.000,-2074.149,3869.881,-104.296,-0.037,0.039,73.528,157.124,46.364,-254.649,-281.978,-294.241,-230.405,-241.970,345.408,-48.885,-69.731,-151.288,-70.676,-293.128,172.886,-754.400
294.296,82670.236,0.979,30.003,440.462,476.788,5.701,0.000,0.000,-2074.149,3868.958,-104.296,-0.036,0.038,76.668,158.576,46.150,-255.797,-283.166,-293.307,-228.376,-238.544,346.750,-48.260,-66.039,-151.925,-70.257,-307.236,171.640,-765.871
293.808,82425.882,0.977,30.008,440.025,476.902,5.698,0.000,0.000,-2074.149,3875.920,-104.296,-0.038,0.039,77.209,158.464,46.578,-255.797,-284.785,-297.356,-234.785,-244.218,346.639,-49.198,-66.355,-148.525,-65.762,-299.189,172.159,-762.497
294.314,82677.017,0.979,29.994,440.192,476.508,5.697,0.000,0.000,-2074.149,3880.787,-104.296,-0.036,0.038,71.578,156.007,46.150,-253.604,-280.359,-291.749,-228.803,-241.863,346.527,-51.596,-67.832,-154.581,-70.780,-299.085,171.951,-768.008
293.951,82497.302,0.978,30.005,440.113,475.910,5.702,0.000,0.000,-2074.149,3874.082,-104.296,-0.037,0.039,74.935,155.784,43.366,-258.407,-285.110,-295.383,-233.183,-243.148,346.639,-47.322,-67.094,-150.013,-74.962,-295.427,171.224,-749.227
294.023,82531.592,0.978,30.025,440.775,475.442,5.697,0.000,0.000,-2074.149,3867.882,-104.296,-0.038,0.038,80.891,159.693,45.615,-255.379,-281.763,-292.372,-227.949,-238.865,347.086,-55.765,-70.575,-158.406,-76.112,-305.355,170.913,-769.807
294.285,82661.583,0.979,29.999,440.288,477.460,5.697,0.000,0.000,-2074.149,3871.102,-104.296,-0.037,0.038,74.069,158.464,44.544,-262.166,-291.695,-303.689,-237.562,-244.861,346.862,-47.635,-65.933,-149.588,-71.721,-289.993,166.967,-757.774
293.814,82426.334,0.977,30.031,440.684,480.143,5.700,0.000,0.000,-2074.149,3857.028,-104.296,-0.039,0.039,76.885,161.368,49.791,-251.099,-280.252,-292.372,-229.017,-237.901,346.699,-42.423,-61.503,-147.463,-67.853,-289.053,173.405,-755.300
294.323,82680.697,0.979,30.008,440.604,476.547,5.689,0.000,0.000,-2074.149,3874.535,-104.296,-0.036,0.038,77.426,161.144,49.255,-250.681,-278.524,-290.607,-227.949,-237.687,347.930,-44.195,-63.085,-148.100,-65.866,-289.053,174.028,-755.862
