%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.292,82689.803,0.979,29.996,440.349,477.023,5.925,0.000,0.000,-2074.149,3807.818,-104.296,-0.037,0.038,199.468,204.922,90.052,-219.569,-274.747,-306.863,-257.752,-312.314,337.027,-344.079,-271.292,-336.149,-157.790,-329.287,247.856,-299.432
294.311,82694.710,0.979,30.010,440.752,478.836,5.930,0.000,0.000,-2074.149,3807.482,-104.296,-0.036,0.038,197.952,199.562,90.052,-212.260,-268.270,-305.409,-260.316,-318.096,335.797,-321.043,-279.730,-349.804,-161.136,-358.652,246.506,-316.324
293.958,82518.742,0.978,30.004,440.161,475.086,5.925,0.000,0.000,-2074.149,3823.817,-104.296,-0.038,0.040,195.786,204.922,88.981,-217.167,-272.372,-308.939,-266.511,-329.980,336.244,-348.665,-257.474,-331.214,-150.554,-307.969,248.687,-309.454
294.491,82788.991,0.979,29.995,440.557,477.548,5.927,0.000,0.000,-2074.149,3828.750,-104.296,-0.036,0.038,198.060,206.597,97.869,-203.490,-259.309,-293.886,-245.789,-297.646,337.810,-385.251,-297.345,-351.716,-172.091,-337.546,248.998,-298.981
293.983,82534.175,0.978,30.021,440.716,479.288,5.930,0.000,0.000,-2074.149,3812.698,-104.296,-0.038,0.040,203.583,193.308,82.128,-228.443,-280.685,-313.818,-272.279,-334.049,334.566,-298.945,-269.499,-330.471,-156.409,-308.599,249.107,-304.950
294.307,82699.231,0.979,30.013,440.876,477.768,5.921,0.000,0.000,-2074.149,3819.180,-104.296,-0.036,0.039,202.067,189.958,81.593,-217.376,-266.218,-302.295,-259.461,-326.447,335.349,-409.330,-318.547,-327.178,-178.364,-340.055,244.226,-334.007
294.335,82713.050,0.979,29.977,439.846,475.323,5.925,0.000,0.000,-2074.149,3825.802,-104.296,-0.037,0.039,185.825,211.957,96.263,-211.320,-262.764,-293.886,-247.498,-310.708,333.224,-285.707,-259.268,-332.595,-151.808,-323.020,247.238,-312.386
293.984,82531.721,0.978,30.018,440.609,477.192,5.937,0.000,0.000,-2074.149,3821.832,-104.296,-0.038,0.040,188.099,204.364,93.479,-210.590,-267.190,-304.994,-264.375,-325.805,335.349,-354.711,-328.778,-341.837,-181.501,-340.995,246.615,-322.071
294.506,82793.640,0.979,30.003,440.795,479.563,5.921,0.000,0.000,-2074.149,3827.423,-104.296,-0.035,0.038,187.990,209.501,101.938,-200.044,-263.735,-304.267,-259.995,-315.633,338.705,-385.251,-314.855,-323.141,-155.886,-329.082,249.314,-298.422
293.999,82541.731,0.978,30.005,440.271,479.522,5.928,0.000,0.000,-2074.149,3822.779,-104.296,-0.038,0.039,199.794,196.993,85.769,-219.465,-270.753,-304.475,-262.345,-324.306,335.461,-338.763,-278.465,-327.178,-175.646,-331.799,249.314,-303.602
