%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.478,82484.323,0.976,29.992,438.865,488.611,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,-1038.736,-1572.871,-1075.888,-1087.190,-843.740,-704.544,-510.086,-367.884,346.256,10.649,59.174,63.744,190.801,143.192,394.996,338.652
294.380,82438.861,0.976,29.980,438.431,489.845,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,-1029.881,-1566.861,-1072.365,-1089.274,-845.897,-704.752,-514.893,-368.847,348.158,9.292,58.329,62.148,189.858,139.215,393.854,333.124
294.681,82583.059,0.976,29.964,438.280,487.398,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,-1032.581,-1567.640,-1071.404,-1089.066,-848.593,-702.574,-510.941,-368.419,348.381,5.220,55.687,60.339,189.308,140.575,394.685,336.960
294.314,82401.537,0.975,29.989,438.590,486.546,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,-1027.182,-1565.859,-1069.162,-1083.230,-843.632,-695.939,-509.552,-368.526,346.144,8.457,56.321,60.020,187.528,137.960,394.789,333.350
294.622,82554.710,0.976,29.973,438.465,489.046,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,-1025.238,-1564.858,-1070.230,-1088.649,-846.220,-700.604,-513.718,-371.096,346.704,9.083,58.963,64.170,190.983,144.659,395.727,341.359
294.494,82489.295,0.976,29.968,438.172,488.277,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,-1025.238,-1561.630,-1067.774,-1088.440,-842.985,-697.598,-508.378,-365.421,350.282,12.006,60.548,62.787,187.423,136.599,393.235,330.193
294.398,82444.673,0.976,29.966,438.012,485.888,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,-1031.502,-1568.419,-1071.297,-1084.167,-844.495,-706.618,-514.893,-371.738,345.138,4.489,53.680,58.424,187.109,136.389,393.339,332.337
294.696,82589.646,0.976,29.959,438.147,488.151,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,-1034.526,-1568.977,-1070.016,-1085.210,-836.730,-703.196,-514.893,-370.132,344.019,7.830,57.484,60.659,189.203,139.948,394.169,334.480
294.316,82400.697,0.975,29.964,437.827,484.530,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,-1030.962,-1568.532,-1071.571,-1089.587,-847.407,-702.989,-508.591,-366.706,349.388,9.501,57.695,62.148,190.355,140.890,394.792,333.239
294.624,82560.328,0.976,29.944,437.641,485.549,5.862,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,-1036.361,-1573.652,-1076.697,-1090.986,-852.583,-708.588,-518.203,-372.166,347.598,5.220,55.582,59.914,189.098,139.006,393.235,334.255
