%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.857,82576.537,0.976,30.006,439.194,478.475,5.745,0.000,0.000,-2074.149,3917.671,-104.296,-0.033,0.038,436.194,-344.147,-302.151,-567.147,-507.799,-467.013,-360.189,-373.181,357.384,-15.323,-15.716,-64.267,32.673,-117.880,303.413,-190.201
294.857,82576.537,0.976,30.006,439.194,478.475,5.745,0.000,0.000,-2074.149,3917.671,-104.296,-0.033,0.038,435.219,-344.704,-303.221,-570.280,-513.413,-475.630,-371.081,-385.813,355.035,-24.287,-20.252,-70.747,26.809,-123.837,302.582,-196.620
294.343,82318.686,0.974,30.024,439.120,482.558,5.751,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.040,433.920,-343.701,-300.761,-566.417,-511.578,-474.488,-370.761,-382.066,356.377,-15.844,-14.767,-63.630,35.815,-115.372,302.686,-192.228
294.845,82569.821,0.976,30.022,439.635,482.782,5.744,0.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.038,434.894,-342.252,-300.761,-564.433,-506.071,-465.871,-362.111,-376.606,356.937,-20.743,-18.670,-66.923,29.950,-116.835,303.413,-192.679
294.580,82440.734,0.975,30.014,439.121,479.768,5.746,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,432.837,-344.704,-304.503,-571.115,-514.278,-474.177,-369.159,-380.567,356.154,-15.948,-18.986,-67.560,32.359,-116.730,304.244,-186.485
294.523,82412.192,0.975,30.032,439.574,478.988,5.748,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,438.793,-339.799,-301.616,-566.312,-510.067,-471.270,-365.421,-379.925,356.825,-16.469,-15.716,-65.117,30.683,-120.179,301.648,-196.395
294.860,82580.993,0.976,30.022,439.677,479.117,5.742,0.000,0.000,-2074.149,3917.671,-104.296,-0.033,0.038,429.588,-343.812,-301.616,-568.296,-514.170,-474.385,-370.547,-383.672,356.825,-21.577,-17.509,-65.329,31.835,-117.253,302.478,-192.566
294.342,82321.721,0.974,30.013,438.826,478.292,5.746,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.040,433.162,-344.481,-303.648,-568.296,-511.471,-473.762,-369.800,-378.105,355.147,-22.306,-21.096,-68.835,30.160,-118.821,303.413,-189.188
294.845,82566.915,0.976,30.009,439.246,480.707,5.749,0.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.038,436.843,-340.802,-302.792,-570.384,-516.114,-475.942,-369.906,-380.781,356.995,-23.766,-24.049,-73.190,22.515,-133.869,300.609,-200.224
294.581,82436.472,0.975,30.027,439.466,479.105,5.750,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,430.779,-344.927,-302.044,-568.609,-514.494,-475.527,-370.974,-382.280,355.429,-18.345,-14.662,-62.567,34.034,-112.446,303.413,-192.792
294.539,82417.745,0.975,30.012,439.017,480.784,5.743,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,435.436,-341.806,-300.333,-563.284,-507.152,-469.712,-367.771,-384.528,356.995,-27.518,-22.253,-68.410,33.615,-116.417,302.998,-196.846
