%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.072,82612.118,0.979,29.621,429.333,476.970,5.730,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,221.560,-813.649,-593.911,-788.406,-675.154,-614.348,-477.797,-353.427,348.435,2.193,20.919,-2.762,105.018,4.397,348.267,94.790
293.646,82406.961,0.978,29.641,429.471,480.199,5.727,0.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.040,217.986,-815.875,-596.157,-793.512,-683.359,-622.861,-479.933,-361.886,346.980,-8.651,11.833,-12.005,98.945,-2.299,348.059,90.614
294.193,82678.373,0.979,29.614,429.293,477.820,5.721,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,221.560,-815.096,-595.943,-792.887,-680.120,-617.359,-474.165,-358.674,347.316,1.357,22.821,-2.444,105.437,5.653,349.616,98.288
293.767,82463.594,0.978,29.625,429.132,476.976,5.732,0.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.039,225.891,-809.196,-588.992,-783.403,-672.779,-614.037,-473.737,-361.350,348.099,-5.420,16.165,-7.968,101.772,-2.195,347.332,86.665
293.970,82567.884,0.978,29.631,429.550,478.544,5.726,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.038,213.763,-819.661,-599.151,-797.368,-685.518,-621.200,-476.515,-362.528,347.316,-5.316,14.791,-10.624,99.155,-1.045,348.893,93.887
294.090,82626.131,0.979,29.611,429.088,479.168,5.725,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,225.999,-808.082,-587.923,-785.800,-676.774,-616.840,-475.340,-353.963,348.546,3.759,22.821,-2.337,103.238,-0.836,346.920,86.186
293.653,82405.928,0.978,29.640,429.404,477.626,5.733,0.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.039,218.960,-811.979,-591.024,-788.197,-676.882,-615.594,-479.826,-363.920,347.652,-9.068,13.206,-10.093,101.249,0.000,347.024,90.247
294.174,82671.076,0.979,29.612,429.229,477.442,5.722,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,219.393,-817.323,-596.798,-793.825,-680.120,-615.282,-464.872,-349.466,346.869,0.731,17.644,-7.224,100.516,2.198,349.412,95.887
293.744,82454.618,0.978,29.641,429.569,478.463,5.734,0.000,0.000,-2074.149,3917.671,-104.296,-0.037,0.039,222.533,-812.981,-594.658,-794.658,-688.001,-631.269,-481.642,-363.063,348.658,-5.941,14.369,-11.155,98.003,-8.256,345.570,83.478
293.961,82562.847,0.978,29.610,428.921,476.586,5.722,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.038,215.495,-817.211,-594.124,-791.115,-680.120,-623.380,-485.167,-364.991,347.987,-3.335,19.123,-4.675,104.914,4.710,347.647,91.262
