%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.155,82655.255,0.979,30.006,440.671,476.823,5.698,0.000,0.000,-2074.149,3848.793,-104.296,-0.037,0.039,173.478,117.815,15.847,-281.063,-300.871,-305.143,-240.233,-246.360,342.785,-42.840,-59.068,-138.326,-48.720,-245.371,195.833,-601.114
294.201,82676.048,0.979,30.003,440.628,477.625,5.701,0.000,0.000,-2074.149,3848.911,-104.296,-0.037,0.038,165.356,107.876,8.138,-289.834,-308.104,-313.241,-244.932,-248.287,343.121,-38.567,-53.372,-133.015,-46.838,-230.218,196.352,-598.861
293.833,82492.330,0.978,30.017,440.615,478.934,5.701,0.000,0.000,-2074.149,3859.547,-104.296,-0.038,0.040,171.312,119.825,19.595,-275.112,-295.365,-302.443,-235.426,-239.936,341.443,-35.127,-51.052,-125.791,-42.768,-228.651,199.675,-588.389
294.354,82751.795,0.979,30.002,440.761,478.445,5.696,0.000,0.000,-2074.149,3867.317,-104.296,-0.036,0.038,171.637,112.678,13.813,-280.437,-299.899,-307.011,-241.728,-248.822,341.331,-45.550,-62.443,-142.046,-50.924,-243.283,193.860,-604.605
293.873,82515.125,0.978,30.021,440.790,477.995,5.702,0.000,0.000,-2074.149,3868.377,-104.296,-0.038,0.039,162.865,107.318,8.780,-290.147,-309.723,-315.940,-246.962,-249.357,341.667,-41.589,-58.751,-138.221,-51.970,-244.850,196.355,-599.537
294.145,82648.151,0.979,30.015,440.902,477.445,5.695,0.000,0.000,-2074.149,3867.490,-104.296,-0.036,0.039,171.312,119.490,18.631,-274.799,-294.718,-301.405,-235.319,-238.437,341.219,-34.397,-46.832,-125.260,-43.395,-225.622,199.574,-587.606
294.209,82676.952,0.979,30.003,440.601,478.185,5.698,0.000,0.000,-2074.149,3871.978,-104.296,-0.037,0.038,175.102,116.810,16.704,-278.244,-297.308,-303.274,-237.669,-244.432,342.226,-44.404,-58.962,-137.477,-48.519,-232.623,196.875,-597.629
293.840,82494.784,0.978,30.010,440.394,477.953,5.702,0.000,0.000,-2074.149,3876.159,-104.296,-0.038,0.040,166.655,109.886,10.386,-288.059,-307.024,-311.268,-242.903,-245.717,341.219,-37.211,-52.845,-130.572,-49.251,-239.834,196.459,-595.940
294.349,82754.572,0.979,29.987,440.355,477.317,5.699,0.000,0.000,-2074.149,3873.054,-104.296,-0.036,0.038,171.420,119.044,19.167,-273.442,-294.070,-300.782,-234.892,-238.115,342.561,-31.062,-46.938,-126.003,-42.663,-231.056,197.809,-589.070
293.872,82511.767,0.978,30.018,440.679,479.492,5.707,0.000,0.000,-2074.149,3868.377,-104.296,-0.039,0.040,172.286,114.465,16.062,-278.662,-297.848,-304.104,-239.805,-247.537,341.219,-43.674,-56.220,-135.778,-47.578,-226.771,198.121,-594.813
