%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.394,82391.786,0.975,29.987,438.350,478.760,5.725,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,427.962,-196.432,-203.786,-481.426,-447.873,-423.404,-328.473,-336.461,355.875,-24.183,-27.526,-91.673,2.409,-163.025,278.491,-309.006
294.836,82612.053,0.976,29.950,437.791,478.806,5.727,0.000,0.000,-2074.149,3917.671,-104.296,-0.033,0.038,423.089,-202.341,-207.421,-480.904,-445.930,-420.289,-325.483,-329.182,352.297,-20.326,-26.893,-85.513,7.854,-147.559,280.568,-299.434
294.313,82352.072,0.975,29.995,438.491,479.621,5.740,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.040,431.103,-194.537,-204.106,-476.936,-441.071,-413.540,-319.716,-326.720,352.968,-22.515,-33.221,-96.029,-1.673,-161.353,278.699,-310.470
294.763,82578.474,0.976,29.972,438.349,478.336,5.722,0.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.038,421.357,-201.114,-208.918,-482.261,-447.657,-421.431,-327.832,-331.751,352.073,-25.746,-33.643,-93.905,1.152,-162.922,278.387,-310.358
294.522,82460.688,0.975,29.973,438.122,480.090,5.732,0.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.039,426.121,-196.543,-204.106,-476.519,-442.259,-416.240,-321.745,-321.260,354.869,-16.052,-23.307,-82.751,9.319,-150.068,279.636,-301.687
294.403,82397.791,0.975,29.990,438.451,481.499,5.731,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,433.269,-188.405,-199.830,-473.387,-439.236,-413.644,-320.250,-325.435,352.968,-19.596,-29.530,-92.524,-0.105,-161.563,278.390,-311.936
294.832,82612.053,0.976,29.979,438.636,479.602,5.725,0.000,0.000,-2074.149,3917.671,-104.296,-0.033,0.038,421.398,-199.888,-206.886,-484.349,-449.601,-422.366,-325.590,-329.182,355.204,-20.117,-27.210,-87.319,2.827,-158.428,278.494,-308.896
294.314,82352.588,0.975,29.998,438.570,480.969,5.730,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.040,429.518,-191.861,-198.974,-472.760,-439.451,-416.032,-322.066,-324.043,354.086,-17.303,-23.413,-81.476,10.680,-146.201,280.674,-301.914
294.765,82581.832,0.976,29.992,438.948,479.183,5.723,0.000,0.000,-2074.149,3917.671,-104.296,-0.033,0.038,428.760,-194.202,-201.433,-474.013,-437.184,-410.945,-319.289,-328.004,351.849,-23.766,-28.791,-91.355,2.827,-161.877,278.805,-310.247
294.523,82455.587,0.975,29.987,438.493,479.410,5.726,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.039,423.130,-197.547,-204.641,-481.113,-444.310,-417.070,-320.357,-325.435,352.968,-16.365,-23.835,-88.168,1.571,-157.487,278.909,-307.544
