%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Actual Voltage [V],Angle of Attack [deg],Spanwise Position [in],Sting Axial Force [N],Sting Normal Force [N],Sting Pitching Moment [Nm],ELD Probe X-Axis [mm],ELD Probe Y-Axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa]
294.360,82366.795,0.975,29.601,427.047,469.547,5.697,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,420.707,-434.448,-356.358,-604.838,-535.116,-490.269,-385.710,-386.561,348.270,-10.945,-6.433,-46.846,52.674,-90.186,312.757,-115.652
294.587,82481.029,0.975,29.591,427.039,472.061,5.690,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,421.465,-437.012,-359.137,-606.195,-534.792,-488.296,-383.040,-401.976,345.474,-18.762,-13.288,-54.388,46.810,-98.442,311.511,-117.116
294.666,82518.354,0.976,29.598,427.305,473.866,5.694,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,420.382,-441.583,-366.087,-616.531,-543.754,-494.111,-385.390,-372.109,347.487,-18.345,-12.972,-57.256,43.976,-98.024,312.550,-114.076
294.293,82334.249,0.975,29.622,427.604,470.813,5.692,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,426.663,-437.012,-359.779,-610.580,-540.515,-494.526,-385.603,-401.120,349.165,-7.922,0.845,-43.234,50.678,-94.263,311.096,-117.341
294.841,82608.308,0.976,29.591,427.337,471.503,5.684,0.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.038,422.440,-437.346,-358.603,-607.239,-537.383,-492.242,-387.846,-385.062,343.909,-17.199,-10.019,-53.326,46.175,-98.443,310.996,-121.283
294.362,82371.961,0.975,29.642,428.253,475.853,5.696,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.039,416.159,-445.596,-367.798,-617.053,-544.078,-495.149,-387.739,-389.666,345.027,-14.280,-7.804,-49.183,48.688,-94.158,311.307,-115.090
294.588,82482.967,0.975,29.620,427.889,473.008,5.678,0.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.039,427.855,-433.779,-358.068,-605.046,-534.792,-487.881,-380.798,-392.128,348.718,-10.007,-3.269,-44.828,52.248,-92.382,311.930,-115.428
294.670,82524.424,0.976,29.619,427.939,474.154,5.688,0.000,0.000,-2074.149,3917.671,-104.296,-0.035,0.038,422.008,-436.677,-361.276,-611.624,-540.623,-492.138,-386.137,-387.739,346.145,-19.179,-11.917,-52.157,47.851,-96.980,310.788,-117.567
294.302,82341.158,0.975,29.656,428.604,476.336,5.688,0.000,0.000,-2074.149,3917.671,-104.296,-0.036,0.040,422.008,-437.792,-361.490,-608.910,-537.599,-488.504,-380.371,-387.418,347.935,-7.922,-2.004,-45.040,51.934,-90.291,312.969,-107.995
294.845,82612.764,0.976,29.638,428.697,474.837,5.675,0.000,0.000,-2074.149,3917.671,-104.296,-0.034,0.038,429.913,-430.323,-356.465,-604.002,-535.872,-491.411,-386.885,-397.587,347.935,-17.095,-10.757,-51.520,47.536,-97.607,311.515,-117.230
